State/Local, Condition, BR Key, Bridge Id, County, Municipality, Location/Structure Name, Feature Carried, Feature Intersected, Owner, Length (ft), Deck Area (sq ft), Number of Spans, Material, Structure Type, Year Built, Posting Status, Weight Limit Single, Weight Limit Combination, Deck Condition, Superstructure Condition, Substructure Condition, Culvert Condition, Planning Partner, Average Daily Traffic
"S","Good","1309","02088502300539","ALLEGHENY","Pittsburgh City","GLENWOOD INTERCHANGE","MIFFLIN RD","SR 8059(RAMP A)","STATE HIGHWAY AGENCY","79","5530","1","Prestressed precast concrete (P/S)","Box beam - (spread)","1967","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","16811"
"S","Good","1333","02091002100193","ALLEGHENY","Richland Township","150' EAST OF SR 0008","GIBSONIA RD","WEST BRANCH DEER CREEK","STATE HIGHWAY AGENCY","28","1008","1","Concrete (cast in place)","Slab (solid)","1966","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","7877"
"S","Good","1348","02097800400509","ALLEGHENY","South Fayette Township","539' NORTH OF SR 3026","BATTLE RIDGE RD","DOLPHIN RUN","STATE HIGHWAY AGENCY","26","858","1","Concrete (cast in place)","Slab (solid)","1929","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","3480"
"S","Good","1389","02100600360000","ALLEGHENY","Indiana Township","NEAR SR 1013","KLEIN RD","LITTLE PINE CREEK","STATE HIGHWAY AGENCY","19","630.80","1","Concrete (precast)","Channel beams","1986","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","7 - Good","7 - Good","N - Not applicable.","SPC","1239"
"S","Good","1402","02101100301942","ALLEGHENY","Harmar Township","1 1/2 MI.N. OF SR 0028","GUYS RUN RD","GUYS RUN","STATE HIGHWAY AGENCY","27","756","1","Concrete (cast in place)","Slab (solid)","1936","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","3223"
"S","Good","1407","02101300500634","ALLEGHENY","Indiana Township",".2 MI. N./OHARA TWP. LINE","SAXONBURG BL","LITTLE PINE CREEK","STATE HIGHWAY AGENCY","60","2124","1","Steel","I beams","1939","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","2094"
"S","Good","1408","02101300900000","ALLEGHENY","Indiana Township",".4 MI N OF SR 1010","SAXONBURG BLVD","BRANCH LITTLE PINE CREEK","STATE HIGHWAY AGENCY","19","573.80","1","Concrete (cast in place)","Slab (solid)","1900","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","3958"
"S","Good","1409","02101300900313","ALLEGHENY","Indiana Township",".4 MI. NORTH OF SR 1010","SAXONBURG BL","BRANCH LITTLE PINE CREEK","STATE HIGHWAY AGENCY","11","407","1","Concrete (cast in place)","Box culvert","1980","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","3958"
"S","Good","1412","02101301300132","ALLEGHENY","Indiana Township","100'N.OF DORSEYVILLE RD.","SAXONBURG BL","BLUE RUN","STATE HIGHWAY AGENCY","12","432","1","Concrete (cast in place)","Box culvert","1981","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","3958"
"S","Good","1421","02101500301307","ALLEGHENY","Harmar Township","1/4 MI. N.E. OF SR 0076","LITTLE DEER CRE RD","SR 0028 NB -SB","STATE HIGHWAY AGENCY","256","19456","3","Steel","I-welded beams","1970","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","2870"
"S","Good","1432","02101600100000","ALLEGHENY","Indiana Township","300'S.W.OF TWP.RD.650","COVE RUN RD","DEER CREEK","STATE HIGHWAY AGENCY","154","5159","2","Steel","I beams","1962","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","7 - Good","7 - Good","N - Not applicable.","SPC","1111"
"S","Good","1436","02101900600149","ALLEGHENY","Frazer Township","50' NORTH OF SR 1014","BUTLER LOGAN RD","OVER 28 NB SB","STATE HIGHWAY AGENCY","415","16600","4","Steel","I-welded beams","1974","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","1650"
"S","Good","1437","02101902000000","ALLEGHENY","Frazer Township","NEAR BAILEY RUN RD.","DAYS RUN RD","DAYS RUN","STATE HIGHWAY AGENCY","18","657","1","Concrete (cast in place)","Slab (solid)","1963","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","445"
"S","Good","1445","02102400102346","ALLEGHENY","West Deer Township","2300' NORTHEAST / SR 0910","MOUNTAIN VIEW ROAD","BRANCH DEER CREEK","STATE HIGHWAY AGENCY","20","540","1","Concrete (cast in place)","Slab (solid)","1936","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","717"
"S","Good","1447","02102700300723","ALLEGHENY","Harrison Township","3/4 MI SE OF SR 1032","PLEASANTVILLE ROAD","LITTLE BULL CREEK","STATE HIGHWAY AGENCY","47","1551","1","Steel","I beams","1984","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","8 - Very Good","N - Not applicable.","SPC","984"
"S","Good","1454","02102801800430","ALLEGHENY","Fawn Township","200' NORTHWEST OF SR 1034","BAKERSTOWN RD","BULL CREEK","STATE HIGHWAY AGENCY","49","1715","1","Prestressed precast concrete (P/S)","Box beam - (spread)","1934","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","8 - Very Good","N - Not applicable.","SPC","2982"
"S","Good","1528","02202300100381","ALLEGHENY","Lincoln Borough","406'N.W.INTER.W/SR 2010","HARRISON HOLLOW RD","BR.WYLIE RUN","STATE HIGHWAY AGENCY","13","429","1","Concrete (cast in place)","Slab (solid)","1962","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","315"
"S","Good","1558","02204500100276","ALLEGHENY","Dravosburg Borough","DRAVOSBURG O/MAPLE AVE","MCKEESPORT BL","MAPLE AVENUE","STATE HIGHWAY AGENCY","72","7329.60","1","Concrete (cast in place)","Rigid frame","1951","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","16226"
"S","Good","1569","02204600900869","ALLEGHENY","Baldwin Borough","250'SO CITY OF PGH BORDER","STREETS RUN RD","BRANCH OF STREETS RUN","STATE HIGHWAY AGENCY","15","525","1","Concrete (precast)","Box culvert","1987","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","8616"
"S","Good","1585","02205400500803","ALLEGHENY","Monroeville Borough","500' SW OF INTER./SR 0022","NORTHERN PIKE","THOMPSON RUN","STATE HIGHWAY AGENCY","29","1218","1","Concrete (cast in place)","Slab (solid)","1961","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","10996"
"S","Good","1627","02207501902329","ALLEGHENY","Plum Borough","@ WESTMORELAND CO.LINE","LOGANS FERRY RD.","PUCKETA CREEK","STATE HIGHWAY AGENCY","75","3007.50","1","Steel","I beams","1949","OPEN, NO RESTRICTION","N/A","N/A","9 - Excellent","9 - Excellent","7 - Good","N - Not applicable.","SPC","11332"
"S","Good","1656","02210500100000","ALLEGHENY","Lincoln Borough","1700 FT EAST OF SR 2001","ROSS ST","WYLIE RUN","STATE HIGHWAY AGENCY","24","384","1","Concrete (cast in place)","Box culvert","1989","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","4"
"S","Good","1699","02300500201873","ALLEGHENY","South Fayette Township","0.5 MI.N.OF INTER W/3006","MAYVIEW RD","BRANCH CHARTIERS CREEK","STATE HIGHWAY AGENCY","14","504","1","Concrete (cast in place)","Box culvert","1978","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","5248"
"S","Good","1707","02301000402609","ALLEGHENY","Bethel Park Borough","140'N.W.OF INTER.W/SR 88","LOGAN RD","BR.PINEY FORK CREEK","STATE HIGHWAY AGENCY","18","486","1","Concrete (cast in place)","Box culvert","1967","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","7778"
"S","Good","1723","02301700303059","ALLEGHENY","Jefferson Hills Borough",".5 MI.NORTHWEST SR 2028","GILL HALL RD","PETERS CREEK","STATE HIGHWAY AGENCY","58","1542.80","1","Steel","I beams","1956","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","3294"
"S","Good","1732","02302100300000","ALLEGHENY","Jefferson Hills Borough","1/4 MI. S.E. OF SR 3018","WALTON ROAD","LOBBS RUN","STATE HIGHWAY AGENCY","34","884","1","Concrete (cast in place)","Slab (solid)","1938","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","538"
"S","Good","1739","02302600601332","ALLEGHENY","South Fayette Township","400' NORTHWEST OF SR 0050","MILLER'S RUN RD","MILLER'S RUN","STATE HIGHWAY AGENCY","74","3300.40","1","Prestressed precast concrete (P/S)","Box beam - adj","2000","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","5109"
"S","Good","1746","02302800203633","ALLEGHENY","South Fayette Township","INTERSECTI THOMS RUN RD","PRESTO SYGAN RD","THOMS RUN","STATE HIGHWAY AGENCY","32","1257.60","1","Prestressed precast concrete (P/S)","Box beam - (spread)","1935","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","5038"
"S","Good","1749","02303100300551","ALLEGHENY","Collier Township","@ INTER.W/THOMS RUN RD.","PRESLEY RD","CHARTIERS CREEK","STATE HIGHWAY AGENCY","156","6692.40","2","Steel","I beams","1956","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","7 - Good","7 - Good","N - Not applicable.","SPC","6888"
"S","Good","1763","02303800101407","ALLEGHENY","Mount Lebanon Township","100'N.W.OLD GILKESON RD.","GILKESON RD","PAINTERS RUN","STATE HIGHWAY AGENCY","21","1092","1","Concrete (cast in place)","Box culvert","1963","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","21552"
"S","Good","1769","02304500100000","ALLEGHENY","Collier Township","1888' NORTH OF SR 3048","PINKERTON RD","PINKERTON RUN","STATE HIGHWAY AGENCY","15","735","1","Concrete (cast in place)","Box culvert","1987","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","281"
"S","Good","1772","02304800420000","ALLEGHENY","North Fayette Township","200'W.OF SR 3059","NOBLESTOWN RD","BRANCH ROBINSON RUN","STATE HIGHWAY AGENCY","19","562.40","1","Concrete (precast)","Slab (solid)","1936","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","2727"
"S","Good","1791","02305200602289","ALLEGHENY","Collier Township","2 1/2 MI. S.OF RSLYN FRMS","HILL TOP RD","SR 0079 NB-SB","STATE HIGHWAY AGENCY","295","11505","4","Prestressed precast concrete (P/S)","Box beam - (spread)","1967","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","3649"
"S","Good","1796","02305400800760","ALLEGHENY","Collier Township","1/4 MI. N. CARN. I-79 INT","EWING ROAD","SR 0079 NB-SB","STATE HIGHWAY AGENCY","383","15090.20","4","Prestressed precast concrete (P/S)","I beams","1972","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","2137"
"S","Good","1802","02306600800000","ALLEGHENY","North Fayette Township","STUEBENVILLE PIKE O/TR 22","STUBENVILLE PIKE","RT 22","STATE HIGHWAY AGENCY","144","6624","2","Steel","I beams","1964","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","7 - Good","7 - Good","N - Not applicable.","SPC","5319"
"S","Good","1828","02307001060000","ALLEGHENY","Findlay Township","MCCLAREN RD EXIT","MCCLAREN RD","SR 0376 EB WB","STATE HIGHWAY AGENCY","327","21418.50","2","Steel","I-welded beams","1991","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","926"
"S","Good","1829","02307001120725","ALLEGHENY","Findlay Township","1/4 MI.NE PANG/@ SABRE RD","MCCLAREN RD","MCCLARENS RUN","STATE HIGHWAY AGENCY","16","704","1","Concrete (cast in place)","Box culvert","1991","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","926"
"S","Good","1843","02307701902185","ALLEGHENY","Moon Township","1.8 MI NW OF SR 3109","BRODHEAD ROAD","BOGGS RUN","STATE HIGHWAY AGENCY","29","1081.70","1","Concrete (cast in place)","Slab (solid)","1920","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","5370"
"S","Good","1848","02308800500000","ALLEGHENY","Findlay Township","OVER SR 3160","HOOKSTOWN GRADE RD","BUSINESS 376","STATE HIGHWAY AGENCY","274","13152","4","Prestressed precast concrete (P/S)","I beams","1970","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","521"
"S","Good","1850","02308900821452","ALLEGHENY","Findlay Township","MOON CLINTON RD OVER 0060","MOON CLINTON RD","SR 0376 EB WB","STATE HIGHWAY AGENCY","270","16632","2","Steel","I-welded beams","1992","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","7 - Good","7 - Good","N - Not applicable.","SPC","4560"
"S","Good","1878","02310500300000","ALLEGHENY","Findlay Township","@ INTER. WITH SR 3070","SANTIAGO RD","SOUTH FORK MONTOUR RUN","STATE HIGHWAY AGENCY","24","854.40","1","Concrete (cast in place)","Box culvert","1991","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","926"
"S","Good","1890","02312100100096","ALLEGHENY","North Fayette Township","RT.22 & 980 INTER.","STEUBENVILLE PK","ABANDONED MOUNTOUR RR","STATE HIGHWAY AGENCY","163","5427.90","3","Steel","I-welded beams","1945","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","8 - Very Good","N - Not applicable.","SPC","2611"
"S","Good","1891","02316001320858","ALLEGHENY","Moon Township","S. END OF AIRPORT EXPWY","BUSINESS 376 EB","SR 376","STATE HIGHWAY AGENCY","387","16834.50","2","Steel","I-welded beams","1991","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","15925"
"S","Good","1896","02307300100000","ALLEGHENY","Moon Township","1/4 MI E OF AIRSIDE BUS P","CORAOPOLIS HTS RD","SR 3160 - BUSINESS 376","STATE HIGHWAY AGENCY","158","11139","1","Steel","I-welded beams","1991","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","8360"
"S","Good","1915","02400301502163","ALLEGHENY","McCandless Township","1/2 MI. N.W. OF SR 4070","MCKNIGHT RD","PINE CREEK","STATE HIGHWAY AGENCY","64","4480","1","Steel","I beams","1953","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","7 - Good","7 - Good","N - Not applicable.","SPC","21731"
"S","Good","1916","02400301610599","ALLEGHENY","McCandless Township","200' NORTH OF SR 4086","MCKNIGHT RD","PERRY HIGHWAY-US 19","STATE HIGHWAY AGENCY","109","4796","1","Steel","I-riveted beams","1953","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","10049"
"S","Good","1922","02400900400000","ALLEGHENY","Millvale Borough","200' SOUTH OF SR 4004","EVERGREEN RD","GIRTYS RUN","STATE HIGHWAY AGENCY","31","1565.50","1","Concrete (cast in place)","Slab (solid)","1982","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","9909"
"S","Good","1926","02400900700786","ALLEGHENY","Shaler Township","1/2 MI.N.W.OF SR 4002","BABCOCK BL","GIRTYS RUN","STATE HIGHWAY AGENCY","75","2805","1","Steel","I beams","1930","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","11703"
"S","Good","1927","02400900701766","ALLEGHENY","Shaler Township","NEAR SHALER-ROSS TWP LINE","BABCOCK BLVD","GIRTYS RUN","STATE HIGHWAY AGENCY","43","1608.20","1","Steel","I beams","1929","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","11703"
"S","Good","1928","02400900800891","ALLEGHENY","Ross Township","738' SOUTHEAST OF SR 4011","BABCOCK BL","GIRTYS RUN","STATE HIGHWAY AGENCY","43","1677","1","Prestressed precast concrete (P/S)","Box beam - (spread)","1929","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","11703"
"S","Good","1932","02401100100488","ALLEGHENY","Ross Township","520' N.E. OF SR 4009","BABCOCK BL","GIRTY'S RUN","STATE HIGHWAY AGENCY","34","1489.20","1","Prestressed precast concrete (P/S)","Box beam - (spread)","1926","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","13118"
"S","Good","1933","02401100102516","ALLEGHENY","Ross Township","@ INTER.W/THOMPSON RUN RD","BABCOCK BLVD.","THOMPSON RUN","STATE HIGHWAY AGENCY","10","500","1","Concrete (cast in place)","Box culvert","1989","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","13118"
"S","Good","1940","02401102302848","ALLEGHENY","Franklin Park Borough","@ INTER WITH SR 4042","ROCHESTER RD","EAST RIPPLING RUN","STATE HIGHWAY AGENCY","12","348","1","Concrete (precast)","Box culvert","1986","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","1279"
"S","Good","1945","02401600102343","ALLEGHENY","Ross Township","SIEBERT RD AT MCKNIGHT RD","SIEBERT RD","MCKNIGHT RUN","STATE HIGHWAY AGENCY","12","672","1","Concrete (cast in place)","Arch culvert","1934","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","10542"
"S","Good","1954","02401900101001","ALLEGHENY","Etna Borough","150' S.E. OF SR 4017","CRESCENT STREET","PINE CREEK","STATE HIGHWAY AGENCY","69","2704.80","1","Prestressed precast concrete (P/S)","Box beam - adj","1979","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","7 - Good","7 - Good","N - Not applicable.","SPC","5735"
"S","Good","1959","02402100500492","ALLEGHENY","Ohio Township","100' SW LOWR.RUN/MT.NEBO","BEN AVON LOWRIE RD","BEAR RUN","STATE HIGHWAY AGENCY","38","3192","2","Concrete (cast in place)","Frame culvert","1988","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","18750"
"S","Good","1979","02403601100065","ALLEGHENY","Economy Borough","@ INTERSECTION W/SR 2003","BIG SEWICKLEY CR R","BIG SEWICKLEY CREEK","STATE HIGHWAY AGENCY","91","4140.50","1","Steel","I beams","1966","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","7 - Good","7 - Good","N - Not applicable.","SPC","4243"
"S","Good","1988","02404300802334","ALLEGHENY","Franklin Park Borough","@ INTERSECTION W/SR 4040","BIG SEWICKLEY C RD","BR.BIG SEWICKLEY CREEK","STATE HIGHWAY AGENCY","23","745.20","1","Concrete (cast in place)","Slab (solid)","1926","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","6118"
"S","Good","1997","02405201200860","ALLEGHENY","Pine Township","150'E.OF INTER.W/SR 4016","BAKERSTOWN RD","BRUSH CREEK","STATE HIGHWAY AGENCY","25","1000","1","Concrete (cast in place)","Box culvert","1940","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","9910"
"S","Good","1998","02405201301067","ALLEGHENY","Pine Township",".4 MI. EAST OF SR 4016","BAKERSTOWN RD","BRANCH OF BRUSH CREEK","STATE HIGHWAY AGENCY","10","330","1","Concrete (cast in place)","Box culvert","1940","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","9910"
"S","Good","2008","02406300302634","ALLEGHENY","Pine Township","100'S.OF LOGAN RD.","PEARCE MILL RD","NORTH FORK PINE CREEK","STATE HIGHWAY AGENCY","8","272","1","Concrete (cast in place)","Box culvert","1978","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","4135"
"S","Good","2024","02408600303062","ALLEGHENY","McCandless Township","100FT W OF US 19","PINE CREEK ROAD","PINE CREEK","STATE HIGHWAY AGENCY","36","1306.80","1","Concrete (precast)","Box beam - adj","1921","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","7 - Good","7 - Good","N - Not applicable.","SPC","5985"
